15,"Givenchy представляет, еще более страстную, чем когда-либо, версию аромата Ange ou Démon. Новые чувственные духи, великолепно раскрывают женственность, позволяя быть игривой и соблазнительной вопреки всем правилам. «Accord Illicite», который используется вместе с Ange ou Démon Le Parfum, превращает нанесение аромата в настоящий ритуал. Запретные волшебные ноты придают шлейфу роковую привлекательность. Согласно Вашему настроению «Accord Illicite» может быть использован, как последний штрих. Нанесите каплю его на пульсирующие точки, так, чтобы его тепло соединилось с кожей. Но знайте, в нем заключена власть, способная пробудить запретные фантазии...","Жасмин самбак, кожа, пачули, белый мускус, амбра.","Страстный, чувственный, соблазнительный.",Древесно-восточный.,/common/img/uploaded/productImageFolder/3274872299955LG.jpg
16,"В соблазнительном и кокетливом Acqua di Gioia Essenza свежесть лимона и мяты идеально оттенена пряностью розового перца и бархатистым теплом кедра и кашемира. Нота жасмина наполняет аромат элегантной женственностью, а сахар дарит ему чарующую, летнюю сладость. Acqua di Gioia Essenza полон солнечного света и оптимизма. Он создан в подарок веселой и оптимистичной красавице, чтобы сделать ее жизнь еще более яркой и насыщенной приятными событиями.","Лимон, розовый перец, мята, жасмин, кедр, кашемир, сахар.",Соблазнительный. Кокетливый. Летний.,Классический цветочный.,/common/img/uploaded/product/big/2012/03/12/EC2723000.jpg
17,"Dahlia Noir воплощает таинственную и нетипичную женщину. Нет ничего противоречивого в этом противостоянии света и тени, между опасностью и нежностью, священным и повседневным. Уникальное волнующее сочетание пряных, пудровых, цветочных и древесных нот.","Dahlia Noir разжигает пожар желания … Dahlia Noir совмещает в себе хрупкость и силу, демонстрируя слияние противоположных сил, чтобы женщина могла лучше выразить свою уверенность и нежность. Неоклассический аромат от кутюр, чья невероятная чувственность является результатом удивительного воображения. Возвращение к высшей роскоши, квинтэссенция стиля Givenchy.","Фруктовые ноты, розовый перец, мандарин, цитрон, персик, амбра, сандал, кедр, ваниль.",Чувственный. Гармоничный. Таинственный.,Яркий цветочный.,/common/img/uploaded/product/big/2012/02/01/GIV046336.jpg
18,"Удивительный по своей концепции и неповторимый в своем развитии, загадочный и волнующий в своем проявлении, роскошный и возбуждающий аромат. Фейерверк из нот редких пород дерева и воплощение идеального древесного аромата — Wonderwood.","Смелое сочетание редких пород дерева, экзотических древесных нот и синтетических древесных композиций.","Удовое дерево, кедр, сандал, кипарис, гваяковое дерево, пачули, ветивер, Javanol (новое поколение нот сандалового дерева), Cashmeran (нота сосны и пачулей), Pachminol (сандаловые ноты с оттенком бальзама и розы).",Загадочный. Возбуждающий. Волнующий.,/common/img/uploaded/product/big/2011/11/25/CDG037654-0.jpg
19,"Especially ESCADA – восхитительная ода женственности, оптимизму и хорошему настроению. Композиция аромата, построенная на сочетании цветочно-фруктовых нот, привлекает своей искрящейся яркостью и динамикой. Especially ESCADA создан для веселых, непосредственных красавиц. Для тех, кто ценит каждый миг жизни и стремится сделать его ярким, неповторимым и незабываемым.","Роза, иланг-иланг, груша, акватический аккорд, мускус.",Кокетливый. Соблазнительный. Оптимистичный.,Классический цветочный.,/common/img/uploaded/product/big/2011/08/22/ESC420730.jpg
20,"Яркий, солнечный аромат, способный подарить замечательное настроение не только Вам, но и всем окружающим. С ним так просто стать центром внимания, покорить всех своим обаянием и неотразимостью. Сладкая клубника и ваниль, мягкий ирис и нежная роза, чувственный сандал... Такой восхитительный коктейль не может остаться незамеченным!","Яблоко, клубника, ваниль, ирис, роза, сандал, пачули.","Яркий, женственный, соблазнительный.",Цветочно-восточный.,/common/img/uploaded/product/big/2007/07/20/LULPARF05.jpg
21,"Элегантный и женственный J'adore l'Or может по праву считаться синонимом слова ""роскошь"". Автор аромата Франсуа Демаши использовал при работе над композицией цветочные ноты розы и жасмина, лепестки которых были собраны вручную. Основа композиции строится на нотах ванили, пачули и бобов тонка. J'adore l'Or - воплощение нежности и чувственности, аромат, созданный для истинных ценителей.","Роза, жасмин, ваниль, бобы тонка, пачули, ладан.","Женственный, чувственный, роскошный.",Цветочно-восточный.,/common/img/uploaded/productImageFolder/F41542409LG.jpg
22,"Нежная и чувственная мелодия классического женского аромата Lalique соткана из изящных цветочных, сладких фруктовых и чувственных древесных нот. Он встречает нас легкостью магнолии и цветка апельсина, чарует нотами болгарской розы и пиона, завораживает искрящейся свежестью черной смородины, мандарина и ежевики. Ноты кедра, ветивера, сандала и дубового мха дарят аромату глубину и чувственность. Lalique – аромат, созданный в подарок женщине.","Черная смородина, мандарин, ежевика, гардения, пион, магнолия, цветок апельсина, иланг-иланг, болгарская роза, ваниль, сандал, кедр, дубовый мох, амбра, мускус.","Женственный, элегантный, классический.",Цветочно-восточный.,/common/img/uploaded/product/big/2010/10/19/LLQB12200.jpg
23,"Нежный и романтичный цветочно-древесный аромат. Сладкие фруктовые ноты нектарина и груши переливаются с женственными нотами турецкой розы и жасмина, а древесные ноты кедра и мускуса, словно нежные объятия, окутывают своей теплотой.","Нектарин, роза, бергамот, груша, жасмин, розовый перец, мускус, фиалка, персик, кедр.","Женственный, нежный, элегантный.",Цветочно-древесный.,/common/img/uploaded/product/big/2010/09/30/KLML53600.jpg
24,"Аромат Dot – это роскошный букет белых цветов, в котором гармонично переплелись аккорды красной смородины, жасмина и тонкий, едва уловимый запах высушенного прибрежным солнцем дерева, дрейфующего в океане. 
Достаточно одного лишь взгляда на флакон Dot, чтобы понять – он настолько непохож на все остальное, что хочется снова и снова рассматривать его, брать в руки и любоваться. Божья коровка, порхающие бабочки, изысканные жемчужины, роскошный летний наряд – каждый найдет здесь свои ассоциации.","Жимолость, кокос, жасмин, мускус, бузина, древесина, апельсиновый цвет.","Роскошный, жизнерадостный, очаровательный.",Цветочно-фруктовый.,/common/img/uploaded/productImageFolder/ELA968000LG.jpg
25,"CAROLINA HERRERA CH Eau De Parfum Sublime – оригинальная интерпретация классического и известного аромата от CH. Новая версия отличается еще большей элегантностью и нежностью, женственностью и чувственностью. В ее композиции сокрыта невероятная притягательность, жизнерадостность и соблазнительная таинственность. Вся концепция аромата – от звучания до дизайна флакона – выполнена в популярной винтажной стилистике.","Кожа, орхидея, роза, пачули, амбра, бергамот, мох, пассифлора.","Женственный, элегантный, таинственный.",Древесный шипровый.,/common/img/uploaded/productImageFolder/CRH069775LG.jpg
26,"Аромат из коллекции Burberry Body, который объединил в себе веселое, расслабленное настроение девушки Burberry и энергию Лондона, родного города этого бренда. Burberry Body Tender, – сдержанный и женственный британский аромат, более легкая версия культового аромата Burberry Body. Композиция открывается свежей волной лимона, хрустящим яблоком и зеленым абсентом. В нежном «сердце» – белый жасмин, сандал и английская роза с капельками росы. Мягкие ноты «шлейфа» – кашмеран, амбра и мускус – дарят аромату сдержанное тепло и женственность.","Яблоко, лимон, роза, кашмеран, жасмин, амбра, мускус, сандал, абсент.","Женственный, легкий, радостный.",Нежный цветочный.,/common/img/uploaded/productImageFolder/EBUR14A15LG.jpg
27,"Яркий, женственный, соблазнительный и искрящийся ELIZABETH ARDEN Red Door Aura создан для юных современных красавиц. Аромат чарует легкостью и нежностью своего звучания. Его композиция соткана из изящных цветочных нот розы, жасмина и цветка апельсина, которые раскрываются на фоне свежего цитрусового, сладкого ягодного и чувственного древесного аккордов. ELIZABETH ARDEN Red Door Aura наполняет свою обладательницу радостью и оптимизмом, дарит уверенность в себе и собственных силах.","Роза, итальянский бергамот, цветок апельсина, жасмин, амбра, мускус, сандал, малина.","Соблазнительный, яркий, женственный.",Цветочно-восточный.,/common/img/uploaded/productImageFolder/ARD_40002LG.jpg
28,"GUCCI OUD – это аромат унисекс для истинных ценителей, ищущих новые ольфактивные впечатления. Мощная и соблазнительная композиция вдохнула новую жизнь в культовые древние восточные ингредиенты, сделав их ультрасовременными.","Болгарская роза, амброво-мускусный аккорд, пачули, груша, шафран, малина, удовое дерево, флердоранж.","Насыщенный, изысканный, богатый.",Восточно-древесный.,/common/img/uploaded/productImageFolder/GUC445385LG.jpg
29,"Яркий всплеск блистательной фрезии, цитрусовой цедры и зеленой листвы переходит в тактильный аккорд пиона и магнолии. Сандаловое дерево, мускус и теплый шоколад придают базе захватывающую и пленительную чувственность.","Glamorous Magnolia раскрывает все тайны магнолии: сияющую свежесть, бархатные лепестки и женственную чувственность. Это квинтэссенция обаяния.","Женщина Glamorous Magnolia завлекает своими чарами. Уверенная и харизматичная, она приковывает к себе внимание нежностью и добротой.","Фрезия, зеленая листва, цедра цитрусовых, пион, магнолия, мускус, сандаловое дерево, аккорд теплого шоколада.",Пленительный. Обаятельный. Захватывающий.,Фруктово-цветочный.,/common/img/products/GUC427274.jpg
30,"Воплощение женственности и чувственности, аромат Divina, создан на основе по-настоящему «вкусной» композиции. Аромат встречает нас изысканными нотами клубники, шампанского и мандарина, которым вторят ноты розы, ванили, жасмина и цветка апельсина. Теплые ноты амбры, мускуса и древесный аккорд придают аромату глубину и роскошь. С первой секунды своего звучания Divina открывает двери в мир флирта и наслаждения.","Мандарин, клубника, шампанское, жасмин, цветок апельсина, роза, ваниль, древесный аккорд, мускус, амбра.","Женственный, чувственный, роскошный.",Яркий цветочный.,/common/img/uploaded/product/big/2011/07/03/LPD019356.jpg
31,"O d'Azur – это непревзойденная свежесть цветочно-цитрусовой композиции. Всплеск свежести сицилийского бергамота встречается с чувственным каскадом лепестков дамасской розы и пиона, образующих хрустальный букет совершенства. Игривый намек на эквадорский розовый перец  дополняет цветочное великолепие своими переливающимися оттенками. Древесные ноты шлейфа в сочетании с мускусом и янтарной смолой, томной дымкой обволакивают  чувственную гармонию  аромата.","Сицилийский бергамот, калабрийский лимон, турецкая и болгарская розы, мускус.","Свежий, чувственный, соблазнительный.",Цветочно-цитрусовый.,/common/img/uploaded/product/big/2010/07/26/KLM850800.jpg
32,"Omnia Crystalline – букет свежести в лучезарном хрустале, открывающий черты чистой женственности. Символ света и неотразимой легкости бытия, это новое произведение воплотило изящество и гармонию очаровательной и вместе с тем решительной женщины, чью красоту усиливает скрытая чувственность.","Бамбук, груша, лотос, бальза.","Гармоничный, современный, изысканный.",Нежный цветочный.,/common/img/uploaded/product/big/2010/03/04/BVL_92252.jpg
33,"Удивительно свежий и восхитительный аромат Noa - это уникальная возможность ощутить себя юной девушкой, с оптимизмом глядящей в будущее...","Роза, лилия, жасмин, кедр, сандал, ваниль, мускус, гвоздика, дубовый мох, бобы тонка, фрезия, иланг-иланг, персик, груша, пион, кориандр, кофе, ладан, слива.","Невинный, кокетливый, чувственный.",Цветочно-восточный.,/common/img/products/EC0301634.jpg
34,"Сверкающий и яркий аромат раскрывается свежими цитрусовыми нотами, переплетаясь с цветочной композицией, главным аккордом в котором является любимый цветок Бейонсе орхидея.","Орхидея, цитрус.",Яркий цветочный.,/common/img/uploaded/productImageFolder/BYO_181000LG.jpg
35,"Более воздушный и прозрачный, аромат La Vie Est Belle Legere открывает новые грани счастья. Элегантный и аристократичный Ирис Паллида, теплый и чувственный Пачули, пудровый Жасмин, нежный Цветок апельсина, приправленные аппетитными нотами ванили, карамели, бобов тонка, пралине и смородины окутаны прозрачной вуалью чувственного мускуса… Название La Vie Est Belle в переводе с французского означает «жизнь прекрасна». Чувственный и нежный аромат искренне отвечает на самый волнующий вопрос: «Что такое счастье?» La Vie Est Belle Legere – это счастье, заключенное во флакон.  В легендарный флакон «кристальная улыбка», созданный по эскизам 1949 года,  заключен аромат нежно пудрового цвета, а горлышко аромата украшено легкой серебрестой ленточкой из органзы, олицетворяющей невесомые крылья свободы…","Пралине, ирис, смородина, пачули, жасмин, мускус, ваниль, цветок апельсина, бобы тонка, карамель.",Яркий цветочный.,/common/img/uploaded/productImageFolder/KLM576500LG.jpg
36,"Нежный, женственный аромат, словно волшебная мелодия, проникает в самое сердце, покоряя своей чувственностью и очарованием. Сладость фруктов, сияние цитрусовых и легкость цветочных нот создают изящную композицию. My Insolence – отражение Вашего внутреннего мира, Ваших эмоций и чувств.","Жасмин, цветок миндаля, фиалка, ваниль, пачули, бобы тонка, цитрусовый аккорд.","Нежный, очаровательный, женственный.",Цветочно-восточные.,/common/img/products/GUE010182.jpg
37,"5th Avenue - одна из самых знаменитых улиц в мире. Она стала воплощением изысканности, богатства, роскоши и грез, ставших реальностью. 5th Avenue - аромат для женщин с тонким вкусом, умных, успешных и элегантных.","Сирень, цветок липы, магнолия, ландыш, фиалка, жасмин, иланг-иланг, тубероза, персик, бергамот, гвоздика, мускатный орех, ирис, сандал, ваниль, мускус, амбра.","Элегантный, роскошный, чувственный.",Цветочно-восточный.,/common/img/uploaded/productImageFolder/AD3906400LG.jpg
38,"Новый аромат Christina Aguilera Woman превозносит сущность женской природы – завораживающее сочетание живого сияния и теплой чувственности. При создании аромата Woman Кристина тщательно подбирала компоненты, олицетворяющие те качества, которые она видит в себе и которые помогут каждой женщине раскрыть свою женственность, ощутить себя роскошной и почувствовать неиссякаемую внутреннюю силу. В сердце аромата слышны оттенки белых цветов нежной белой магнолии. Ее свежий и насыщенный аромат раскрывает внутреннюю женственность, в то время как мягкие, бархатистые лепестки оставляют на коже ощущение ласкового прикосновения. Изысканный и роскошный флакон, олицетворяющий пленительную красоту, был вдохновлен  изящными изгибами женского тела. Украшенный тонким золотым кружевом, он излучает стиль и роскошь и, в то же время, намеренно контрастирует с яркими и насыщенными нотами аромата.","Жимолость, роза, бергамот, магнолия, амбра, розовый перец, фиалка, сандаловое дерево, личи.","Элегантный, интенсивный, женственный, волнующий.",/common/img/uploaded/productImageFolder/AGI447095LG.jpg
39,"Игривая прелюдия соблазнительных красных ягод и сочной груши уступает место роскошному цветочному сердцу. Бархатистые лепестки гардении, согретые кремовым теплом красного жасмина, переплетаются с восхитительным ароматом пачули и коричневого сахара.",Gorgeous Gardenia воспевает растение с момента появления первых нежных бутонов до пышного пьянящего расцвета. Это делает аромат чрезвычайно женственным.,"Женщина Gorgeous Gardenia источает страстную чувственность, перед которой невозможно устоять. Она притягивает мужчин, как распустившийся цветок манит пчел.","Красные ягоды, груша, белая гардения, цветок красного жасмина, пачули, аккорд коричневого сахара.",Чувственный. Роскошный. Опьяняющий.,Классический цветочный.,/common/img/products/GUC427272.jpg
40,"Signorina – праздник для элегантных девушек с утонченным, слегка дерзким и свежим шлейфом аромата. Прелестное и привлекательное итальянское название дословно означает «молодая женщина». Аромат создан Salvatore Ferragamo в элегантном типично итальянском стиле. Signorina, женственная и свежая с сильной индивидуальностью. Слегка дерзкая и романтическая интерпретация молодой девушки с безукоризненным и стильным почерком Salvatore Ferragamo. Замысловатое видение прелестной воображаемой девушки, олицетворяющей концепцию.","Красная смородина, роза, пачули, жасмин, розовый перец, мускус, пион.","Дерзкий, романтичный, стильный.",Цветочно-фруктовый.,/common/img/uploaded/productImageFolder/FER041252LG.jpg
41,"L’Eau Exquise развивает самую «живую» грань аромата Mon Jasmin Noir, воплощая пышную роскошь, которая обретает в этой уникальной туалетной воде свое чистейшее выражение. Его композиция – сказочный узор из изысканных и нежных ароматов, растворенных в ярком, залитом солнечным светом средиземноморском пейзаже. Аромат открывает пикантная нота розового помело и свежесть зеленого миндаля, формирующие первый аккорд. Его легкое, бархатистое дуновение ведет нас к безошибочно узнаваемому «сердцу» аромата. Здесь  воодушевляющие ноты жасмина крупноцветкового (grandiflorum) сочетаются с жасмином самбак и белым чаем. Цветочная смесь, сдобренная акцентом чая, тает, словно в нежном, но крепком объятии. Мягкие нюансы восхитительного дерева и интенсивные оттенки белого мускуса сливаются в пьянящем «шлейфе», который завершает аромат.","Миндаль, помело, древесный аккорд, жасмин, мускус, белый чай.","Соблазнительный, яркий, изысканный.",/common/img/uploaded/productImageFolder/BVL040252LG.jpg
42,"Оригинальный дизайн флакона, повторяющий силуэт женского тела в изящном кружевном боди, и удивительно нежный и чувственный аромат от известной певицы способны покорить не только женские, но и мужские сердца. Яркие фруктовые ноты гармонично сочетаются с легкостью цветочных лепестков и согреваются сладким теплом мускуса и ванили, создавая роскошную восточную композицию. Аромат Christina Aguilera for women звучит кокетливо, таинственно и соблазнительно.","Черная смородина, персик, мандарин, пион, слива, жасмин, ландыш, сандал, мускус, ваниль.","Женственный, чувственный, нежный.",Цветочно-восточный.,/common/img/uploaded/product/big/2009/01/20/AGI405451.jpg
43,"Роскошный и страстный, насыщенный и мягкий Si — это новое прочтение шипрового аромата. Оставаясь на вашей коже, он не перестает привлекать внимание, пробуждая эмоции.","Его ольфактивная композиция ритмична, элегантна и уникальна. В его основе – три аккорда: черная смородина (cassis), новый шипр и невесомый аккорд мускусного дерева.","Подобно опьяняющему нектару, аромат проявляет женственность, страсть, обнажая темную силу женского магнетизма. Впервые аккорд черной смородины обогащен обволакивающей, чувственной ванилью. Майская роза, подчеркнутая нотами фрезии, элегантно дополняет аромат, акцентируя едва различимый аккорд пачули. Нота светлого амбрового дерева, интенсивный orcanox™, раскрывает чувственный и теплый аромат, придавая ему неповторимую мягкость.","Роза, пачули, черная смородина, амбра, ваниль, фрезия.","Опьяняющий, магический, мягкий.",Шипровые.,/common/img/uploaded/productImageFolder/EC4390400LG.jpg
44,"Женщина в стиле Wildbloom Vert -  дерзкая маленькая сестра аромата WILDBLOOM, она оказывается в центре внимания и покоряет нас по-особому своим уникальным стилем. Невинная, нежная и естественно женственная, она наслаждается своей красотой в любой обстановке и всегда привлекает своими «современно-девичьими» аксессуарами.",,"Тиковое дерево, гардения, груша, кокос, магнолия, красное яблоко, мускус, фиалка, персик, сандаловое дерево.","Радостный, нежный.",Цветочно-фруктовый.,/common/img/uploaded/productImageFolder/BR0049034LG.jpg
45,"Чувственный цветочный аромат, состоящий из более изысканных нот обласканных солнцем цветов.",Союз Цветка и Солнца.,"СОЛНЕЧНЫЕ цветы, акватический аромат с древесным шлейфом.","Лилия, роза, драгоценные породы дерева, лотос.",Акватический.,/common/img/uploaded/productImageFolder/ISS481245LG.jpg
